0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,2,0,1,0,2,2,2,6,1,0,2,2,1,0,6,5,3,10,6,54,10,56,10,1,7,6,11,6877,4672,2974,12379,6357,2186,13,1153,493,9,5,8,7,5,7,3,5,3,4,1,6,8,10,13,9,6,2,1,2,2,2,8,2,1,4,3,9,6,2,0,1,0,1,19,0,0,0,0,1,1,1,1,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,1,0,0,2,3,1,1,1,3,1,3,2,2,7,0,7,9,7,417,66,73,5,4,7,7,1426,919,4530,20844,12219,41900,11004,1480,10218,7019,13804,155,10,10,9,5,4,5,4,6,6,14,2,5,11,5,4,3,1,3,3,1,5,3,3,3,4,7,3,1,2,0,1,3,19,2,0,0,0,0,0,0,1,1,1,0,1,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,7,4,3,2,1,5,2,1,1,2,7,10,6,0,9,14,63,8,3,5,1,150,5811,56831,20297,415,9432,5146,83077,16021,18041,16850,1286,1053,12,4,5,3,2,3,8,1,5,7,8,4,9,4,3,1,2,0,3,4,1,3,1,6,6,3,3,0,1,0,6,19,0,1,0,0,0,0,0,0,0,1,1,0,1
3,0,0,0,0,3,1,1,2,3,1,0,0,3,1,5,1,1,0,3,1,2,3,2,2,1,3,2,1,2,2,5,8,3,6,12,44,10,259,14,1163,5172,36341,69150,24103,46817,149373,151790,22265,7953,35169,1783,14,14,5,6,6,3,3,4,4,6,15,7,6,9,7,7,7,1,4,0,2,10,1,2,7,6,16,5,7,3,2,4,6,22,1,3,1,0,0,1,2,1,5,2,0,0,0
3,6,2,1,0,0,3,1,1,1,5,4,4,3,5,4,2,2,0,4,4,9,3,0,1,2,4,2,3,4,6,12,11,4,9,10,180,3062,2496,2898,505,6986,14943,38604,46312,28163,156633,653423,155399,18897,310,14,15,13,14,9,11,7,6,3,5,13,14,8,6,5,8,11,8,2,7,5,2,5,6,0,2,2,3,8,1,4,2,4,5,28,0,2,5,1,1,2,1,2,2,4,3,2,3
0,1,6,5,6,2,9,1,4,5,2,6,8,3,1,4,2,2,2,6,11,2,84,71,37,17,6,1399,116,3,5,12,12,7,7,19,502883,203008,85557,9995,53637,116750,219080,276865,160710,71584,29999,92532,98497,7823,750,12248,769,14,17,8,16,3,7,5,9,12,10,9,11,8,10,9,2,5,4,6,4,10,4,2,3,4,10,8,10,3,5,3,6,18,5,3,3,3,4,9,2,4,4,3,2,3,4
3,4,2,0,3,7,1,3,4,4,4,4,2,2,1,3,7,3,5,4,4,271,8,92,15,72,41,364,227,779,954,36,13,10,15,34,52899,200704,285944,66786,143659,235602,197880,519777,143833,24551,274,1562,157257,13217,73110,99778,159311,3911,12,9,11,7,8,12,6,6,15,8,6,9,15,6,6,2,6,5,5,16,3,6,3,10,7,10,3,1,8,6,5,18,4,7,2,4,7,5,2,3,6,3,2,6,1
5,3,2,2,2,4,3,0,3,4,3,1,0,3,3,2,5,1,4,5,4,219,20,178,65,88,53,56,55,57,278,3200,6821,16226,1549,43309,38286,49877,44632,97845,901392,167045,269519,237268,11476,277,16,19,11340,124049,212253,334071,207402,1887,16,13,13,5,8,13,10,12,9,10,8,10,10,7,3,5,7,5,9,15,7,4,7,9,9,6,7,7,5,5,10,31,5,2,6,5,4,3,4,3,3,0,6,2,0
1,1,0,5,0,1,1,2,3,1,3,3,5,1,3,7,2,0,4,3,1,9,21,306,96,51,106,5,5,5,6,3805,2475,4182,106,17250,14783,489405,194853,199424,164078,217235,344206,41074,6371,18,13,18,34,466964,303000,551201,209104,82623,15673,15,13,6,8,3,4,13,13,7,14,12,18,11,10,6,2,4,8,16,3,4,2,3,16,6,3,0,7,4,6,35,3,3,1,2,0,2,0,4,7,3,1,4,3
2,0,0,1,1,0,0,1,1,1,1,0,1,4,1,0,0,1,1,2,8,2,847,61,142,27,36,5,2,1,5,3918,6130,682,15599,203791,4002,132124,110541,11606,4956,60520,72876,2093,13,7,11,9,11781,227729,210105,640460,71257,357186,57929,444,619,10,7,4,12,7,6,6,9,10,9,3,0,5,2,2,2,5,4,0,1,4,6,4,6,0,3,3,2,16,1,3,20,3,0,2,1,2,2,1,3,0,0
1,0,1,2,0,1,0,0,1,2,1,0,0,0,1,3,1,1,0,5,3,207,450,4,46,511,8,402,4,2,2000,3967,17293,1281,15031,86,120,1645,53,12,9,373,2064,336,11,12,8,16,6987,31262,145581,279819,153432,125655,33692,63,444,954,18,97,9,7,16,50,14,10,9,1540,6,4,2,2,4,9,4,1,4,8,10,3,2,2,1,3,6,26,4,3,1,1,2,1,1,2,1,2,0,1,0
1,0,1,0,2,2,1,0,0,0,1,0,1,2,2,0,0,3,2,1,9576,3644,21,22,175,615,6,15,2,5,4826,3795,11303,1993,5634,15829,317,882,6,10,9,735,47,1827,917,444,4224,1157,11176,530,326955,406598,101381,21513,266,10,214,11542,5,1719,9,8,11,7,17,6443,5009,1911,16,3,4,2,6,4,5,3,7,5,5,5,1,3,3,1,2,27,1,1,1,2,2,0,0,2,0,0,1,0,0
0,2,0,1,1,0,0,1,1,0,2,0,1,1,0,0,0,0,0,1,5,96,4,3,2,24,3,3,4,4,2199,11569,12885,2871,2660,107,18,761,614,333,566,384,858,121,4432,9173,375,265,17309,3552,57667,218961,10653,27575,13,9,90,396,54,1120,81,5,9,10,7,18016,1961,1175,8,6,7,1,6,11,4,2,3,4,13,5,2,0,3,1,4,26,3,3,4,0,1,0,1,0,1,0,1,2,2
2,1,0,0,0,0,0,1,0,2,0,1,1,1,1,1,0,1,0,1,4,64,5,2,0,1,3,1,2,6,14371,46930,34161,30286,7729,795,16328,5271,3142,4243,176,53,12,12,65,784,18,9804,712,6611,4915,19,21,56,13,10,5261,347,877,31849,16,9,18,11,6,216,1004,225,14,4,3,7,6,9,1,4,2,5,7,5,4,2,2,1,4,17,1,2,3,1,1,3,1,0,1,0,1,3,0
3,1,1,0,1,0,4,2,1,0,2,1,4,4,0,3,3,4,2,2,8,1687,100,0,4,2,1,3,8,8,5650,133326,176223,16658,2102,2108,10,946,7,3,1372,193478,18,17,6,1090,5499,115622,5938,2060,22,10,12,15,12,52,202,577,2979,38369,15,16,19,13,684,1113,89355,12341,795,19,4,3,12,7,6,3,6,12,9,8,8,1,5,0,3,23,6,3,2,2,1,3,1,4,3,4,0,2,2
3,7,3,4,3,2,3,2,3,0,4,5,3,4,3,3,0,5,4,8,9,371,4,3,4,5,5,150,9,1368,24527,438033,177338,8972,20,6,15,655,8,8,3585,13,18,17,214,3523,631,49176,23988,3485,208,28,15,15,37,964,694,1113,994,45255,780,728,3127,1401,3229,19915,265824,221547,113018,37361,11,13,15,11,8,6,5,7,11,12,3,3,3,5,10,22,18,9,4,3,4,3,3,2,6,6,2,0,3
4,6,2,4,10,7,5,4,5,5,9,9,5,5,4,12,3,4,5,14,68,92,7,11,6,10,11,263,228,293,120312,200728,126681,18699,20,20,15,733,39,9,18,13,19,19,36,14,389,11241,2150,623,2686,10497,1007,976,5801,475,986,489,1850,42827,7146,151,47621,91187,603916,300130,350068,245031,294238,38641,14,27,46,17,12,13,17,17,16,15,8,13,13,22,21,27,10,10,8,4,6,7,8,7,6,10,4,5,6
