0,0,1,0,0,4,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,2,0,0,2,1,3,3,2,11,18,79,4,1,3,1,5,2,0,4,4,5,10,5,6,310,6,3,2,5,4,3,4,2,0,1,4,2,0,4,3,1,2,3,2,0,1,1,1,3,1,1,0,0,1,0,2,4,1,1,3,15,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,2,1,1,0,2,2,3,2,2,1,2,3,2,4,20,13,23,35,67,4,3,3,3,2,7,4284,6831,20071,18241,6018,52,11884,4927,7,6,6,2,1,2,0,2,1,1,3,2,1,2,4,0,0,1,2,2,1,0,4,0,1,0,1,1,1,2,0,2,0,2,16,0,0,1,0,0,0,0,0,1,0,0,1,1
2,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,2,0,2,1,2,6,2,20,1121,288,89,5,5,7,5,174,1011,14042,22939,21274,76490,12796,15293,7187,8676,26639,283,4,3,6,0,1,0,0,4,2,2,1,0,4,3,1,2,2,1,2,0,1,0,4,2,5,4,0,2,0,1,0,6,9,0,0,0,2,0,0,0,1,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,2,3,1,2,2,2,1,0,0,4,3,3,1,25,71,3,2,2,7,5164,11590,30434,21207,1189,25708,13719,63423,11354,39339,31423,4435,2342,6,8,4,2,1,5,1,2,1,2,1,3,3,1,1,3,0,0,1,1,0,3,2,3,1,1,4,0,0,1,5,12,1,2,1,0,1,0,1,1,1,0,1,0,4
1,2,1,1,0,1,0,1,0,0,1,0,0,2,0,4,0,1,0,0,3,0,1,1,0,3,0,0,1,2,1,3,2,1,0,9,68,10,9,11,1571,3388,79752,66168,76900,71867,161708,225251,72039,9747,33934,3915,7,1,3,3,4,1,2,6,1,3,4,3,2,0,5,1,3,1,2,0,5,3,2,2,1,1,2,1,1,0,1,3,3,14,1,1,2,1,2,0,1,1,1,0,0,0,1
0,3,1,0,0,1,1,3,3,1,1,0,1,1,0,1,2,1,0,3,6,1,2,2,4,4,1,2,2,3,3,4,0,3,3,14,95,3512,4598,6217,1549,16967,33834,50185,34277,53756,190657,475243,160008,35158,1882,12,10,7,8,3,4,6,4,6,3,3,2,4,2,5,2,5,4,1,3,3,3,2,3,0,4,1,5,2,3,2,0,2,0,14,1,0,0,1,0,2,1,0,0,1,1,1,1
0,3,0,1,1,0,2,2,1,0,1,0,4,0,1,2,0,1,1,1,2,1,586,1577,450,177,64,4787,585,0,4,5,4,6,7,14,364322,216347,65884,27213,104261,143033,274705,337894,159906,144542,42656,167744,133224,16525,1085,32276,10990,7,13,5,6,6,0,1,3,3,1,5,4,2,4,4,0,3,0,4,0,1,0,0,1,2,2,3,4,2,0,2,4,17,1,0,1,1,1,1,0,0,0,0,2,1,0
0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,1,2,1,601,183,428,75,478,134,2409,577,1839,1538,45,7,4,8,85,107542,194008,289704,71848,157469,274329,197056,367486,184407,64872,149,774,145148,35025,109760,84418,159897,184,9,8,4,3,7,6,6,4,2,5,1,3,4,3,3,1,2,2,4,2,5,0,1,5,0,4,1,3,2,1,4,11,1,2,1,0,0,2,0,0,2,3,4,1,1
0,2,0,1,0,0,0,1,2,1,1,1,1,0,0,0,0,2,1,0,3,1708,227,682,296,522,327,559,134,323,623,14796,9472,26573,6819,17898,88879,83530,148525,112528,617843,207016,272056,284668,31661,160,8,25,7992,149664,185423,350624,224931,7536,10,10,6,5,5,8,4,3,2,5,1,5,6,1,1,0,2,2,3,4,3,1,1,0,2,0,3,0,0,0,8,11,1,2,2,1,3,0,1,0,0,0,0,0,0
0,0,0,0,0,1,3,1,1,2,1,1,2,0,2,1,1,1,2,1,2,19,74,1042,960,409,648,4,20,4,4,4812,6867,9307,563,24502,32794,304496,242233,188683,183952,247185,350154,50663,6905,19,6,17,44,369539,333172,552641,232101,61306,33933,10,9,2,5,11,9,3,2,3,3,6,8,2,6,1,2,3,1,1,2,1,1,1,2,2,1,2,0,0,1,23,0,1,1,0,2,0,0,1,4,0,1,2,1
0,0,0,1,2,0,3,2,1,0,0,0,2,1,1,0,0,1,1,0,2,14,2578,283,525,98,34,104,3,4,5,4237,16006,1029,36537,71576,3058,182135,86914,34481,13362,85644,84081,887,10,6,9,14,42949,266174,265740,272160,48956,320007,114237,733,1163,13,40,21,6,28,5,4,7,5,8,4,2,3,2,0,2,4,3,2,5,2,0,1,3,1,1,4,3,11,0,0,24,0,1,0,1,2,3,1,0,0,2
1,1,1,0,0,2,1,0,2,0,1,1,0,0,1,0,1,2,1,11,11,82,1345,16,446,2693,56,1772,20,3,1539,14791,20598,1245,91388,340,282,1038,22,11,21,212,1193,169,10,8,6,13,10021,49282,208500,310696,214300,131514,58989,44,742,3020,196,5,1,4,69,720,148,7,21,6659,35,3,3,1,2,7,1,3,0,2,2,2,1,2,2,3,5,15,0,2,5,0,0,1,0,1,0,2,2,0,1
